,id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,p_risk,is_flagged
81,1409,1,message_send,other,urban,android,9.2,4,0,0,192.31,3,96,0,1,1,4.8,0.8178710538923167,1
82,1211,5,ad_post,other,metro,android,103.5,3,1,0,74.72,2,87,0,1,0,3.9,0.8176453353750449,1
83,949,2,message_send,bikes,metro,android,24.1,1,0,0,483.3,1,278,0,1,1,17.2,0.8171953886720025,1
84,1535,5,ad_post,phones,urban,android,27.7,4,0,1,47.19,5,59,1,0,1,7.0,0.8149035448038665,1
85,1495,1,ad_post,fashion,urban,android,23.9,2,0,1,366.66,1,0,1,0,1,,0.8135470471410083,1
86,1362,3,message_send,furniture,metro,ios,43.5,3,0,0,26.59,5,185,0,1,1,16.5,0.81220153056016,1
87,1693,3,ad_post,other,,android,31.2,5,0,0,270.05,1,90,0,1,1,10.3,0.8120082476602447,1
88,682,2,ad_post,phones,rural,android,20.3,4,0,0,73.0,1,117,0,1,1,179.8,0.811099407716599,1
89,1150,4,ad_post,electronics,urban,android,17.6,1,1,1,258.6,1,28,0,1,0,,0.8109191970874491,1
90,141,4,ad_post,phones,metro,web,96.0,2,2,0,129.46,1,116,0,0,0,20.6,0.8106633563066997,1
91,1662,1,ad_post,other,urban,android,21.8,5,1,0,69.77,2,108,0,0,1,2.5,0.8105516882270325,1
92,1462,1,ad_post,electronics,rural,ios,73.5,2,0,0,112.29,5,87,1,0,0,14.6,0.8100801306583065,1
93,1169,1,message_send,bikes,urban,ios,106.1,3,2,0,115.58,4,202,0,0,0,89.6,0.8093051837561032,1
94,675,5,message_send,bikes,rural,web,6.1,8,0,1,69.24,6,238,1,0,1,15.7,0.8078217137317386,1
95,100,1,ad_post,other,metro,ios,77.4,1,1,0,89.35,3,75,0,0,1,17.7,0.8071608973769852,1
96,555,3,ad_post,furniture,urban,ios,26.6,4,0,0,120.17,4,30,1,0,0,7.2,0.806499067607173,1
97,915,1,ad_post,other,urban,android,12.2,3,0,0,282.32,3,58,1,0,0,4.4,0.8062964246978754,1
98,1326,3,message_send,phones,urban,android,26.4,3,2,1,44.12,1,140,0,0,0,7.3,0.80493079615237,1
99,1481,2,message_send,bikes,urban,ios,25.3,1,0,0,227.55,2,180,1,0,0,3.2,0.8039339549571559,1
100,741,4,ad_post,furniture,,android,39.1,3,0,0,303.84,3,156,0,1,1,16.6,0.8032239718326067,1
101,358,1,ad_post,electronics,rural,android,47.4,3,0,0,146.42,2,103,1,0,0,51.4,0.8014037588880804,1
102,729,2,ad_post,electronics,metro,android,44.9,2,0,0,41.7,4,146,1,0,0,9.8,0.8004938036778629,1
103,1878,4,ad_post,bikes,metro,web,7.6,6,0,0,100.91,1,98,1,0,0,2.7,0.7944424208197948,1
104,1480,2,message_send,other,rural,android,3.7,3,1,0,,3,100,0,0,0,13.9,0.7887647960832948,1
105,1511,2,ad_post,fashion,metro,web,19.1,2,0,1,380.06,2,113,1,0,1,27.5,0.7882996011944088,1
106,614,1,ad_post,other,rural,android,68.9,2,0,0,333.09,5,126,1,0,0,14.1,0.7877519393903437,1
107,365,4,message_send,furniture,rural,ios,47.0,5,0,0,309.9,2,246,1,0,0,12.0,0.7869919648517638,1
108,159,1,ad_post,bikes,urban,ios,46.2,3,0,0,141.21,2,85,1,0,0,20.9,0.7867790284892078,1
109,1347,3,ad_post,furniture,rural,ios,57.5,0,0,0,415.4,0,58,1,0,0,103.7,0.7856126764300364,1
110,1043,3,ad_post,phones,urban,android,86.9,2,2,1,334.09,7,48,0,0,0,,0.7854267242395193,1
111,101,5,ad_post,phones,metro,android,9.3,2,0,0,141.64,6,87,0,1,0,13.0,0.7820985062783611,1
112,1198,5,ad_post,electronics,metro,ios,23.4,6,1,0,731.17,1,48,0,0,0,,0.781642831188155,1
113,1292,4,ad_post,bikes,metro,android,79.3,5,1,1,,3,44,0,1,0,9.3,0.7808594760937168,1
114,1082,2,message_send,phones,rural,ios,5.1,2,0,0,191.08,2,169,0,1,0,32.2,0.7808066629582714,1
115,927,4,ad_post,other,urban,ios,39.0,2,0,0,100.89,4,132,1,0,0,5.7,0.7796069314985726,1
116,1220,5,ad_post,phones,metro,ios,22.0,3,1,0,102.72,3,119,0,0,0,10.9,0.7787062065478738,1
117,763,3,message_send,other,urban,android,37.3,0,0,0,80.98,7,162,1,0,0,32.4,0.7781102976672937,1
118,1865,1,ad_post,other,metro,android,10.3,4,1,0,365.19,2,0,0,0,0,27.4,0.7766240987005696,1
119,733,3,message_send,other,metro,ios,44.8,5,0,0,162.21,1,191,1,0,0,21.9,0.7765018358256991,1
120,1747,1,ad_post,phones,metro,android,11.2,3,0,1,316.82,3,47,0,1,1,34.2,0.7759305498652374,1
121,1974,1,message_send,electronics,urban,android,22.5,5,0,0,393.99,0,173,1,0,0,19.5,0.7758381526572292,1
122,1777,4,ad_post,other,rural,android,9.3,6,1,0,293.01,3,118,0,0,0,3.6,0.7755516566674692,1
123,197,3,ad_post,electronics,rural,android,15.7,4,0,0,238.8,6,116,0,1,0,20.3,0.7755176287158714,1
124,779,5,ad_post,other,urban,android,22.2,6,0,0,135.3,2,98,0,1,1,84.4,0.7748111508462764,1
125,1919,1,ad_post,electronics,urban,android,61.1,2,0,0,315.34,3,25,1,0,0,17.7,0.7741346252438576,1
126,287,2,ad_post,bikes,metro,android,76.2,1,0,0,39.95,2,136,0,1,1,52.4,0.7738100827835349,1
127,610,1,ad_post,electronics,,android,17.1,1,1,1,143.3,2,79,0,0,1,33.0,0.7734810660916386,1
128,646,5,ad_post,other,rural,ios,42.5,2,1,0,176.26,2,0,0,0,0,2.3,0.7733492645773834,1
129,1236,5,ad_post,other,metro,android,11.1,1,1,0,95.14,4,60,0,0,0,28.4,0.7731568383443046,1
130,1189,2,ad_post,phones,urban,ios,76.6,1,0,0,193.9,4,143,0,1,1,17.9,0.773100611815699,1
131,711,2,message_send,other,metro,ios,8.9,3,1,0,,3,161,0,0,0,3.4,0.7725490003058104,1
132,1789,3,ad_post,other,metro,ios,26.6,3,1,0,118.18,3,0,0,0,0,37.7,0.7699722205133495,1
133,896,2,message_send,phones,metro,android,32.4,3,1,0,,2,39,0,0,0,14.2,0.7699254977617267,1
134,1794,5,ad_post,fashion,metro,ios,25.0,1,1,0,135.54,3,137,0,0,0,10.3,0.7696271879635045,1
135,1886,1,ad_post,bikes,metro,android,27.4,5,1,0,131.16,3,50,0,0,0,17.5,0.7694826836313657,1
136,118,3,ad_post,bikes,metro,ios,29.5,1,0,0,253.11,5,103,0,1,0,,0.7686039591887351,1
137,1408,2,message_send,electronics,urban,ios,222.4,1,1,1,168.24,3,203,1,0,1,6.5,0.7681768476202349,1
138,1619,4,message_send,other,metro,ios,115.6,2,0,1,83.42,0,139,1,1,0,43.5,0.7675030842973686,1
139,1429,5,message_send,bikes,metro,android,25.2,2,0,0,239.53,6,118,0,1,0,3.2,0.7674541019049838,1
140,1264,2,ad_post,bikes,metro,android,20.8,2,1,0,285.81,3,155,0,0,0,9.7,0.7668168807757062,1
141,146,5,message_send,fashion,urban,ios,40.8,4,0,0,460.6,1,216,1,0,0,16.2,0.7668108567162668,1
142,1252,1,ad_post,furniture,metro,ios,20.2,2,1,0,217.3,1,63,0,0,0,19.6,0.7637316751393496,1
143,1069,2,ad_post,furniture,,web,18.9,3,1,2,82.86,1,56,1,0,0,7.0,0.7625020350990476,1
144,1048,3,message_send,furniture,rural,android,21.7,1,1,0,186.57,3,164,0,0,0,14.2,0.7608742882892411,1
145,267,2,ad_post,other,,ios,13.9,3,1,0,261.5,3,141,0,0,0,36.2,0.7606631977314464,1
146,702,1,ad_post,furniture,metro,ios,81.2,3,0,0,103.21,2,92,1,0,0,7.2,0.7604614009229405,1
147,377,2,ad_post,bikes,metro,ios,49.7,1,1,0,183.92,4,112,0,0,0,8.8,0.7595332971061155,1
148,1918,5,ad_post,other,metro,ios,13.5,4,1,1,,0,51,0,0,1,61.0,0.7594895336388138,1
149,768,2,ad_post,furniture,urban,ios,99.0,3,0,0,181.89,5,0,0,1,1,5.0,0.7585309286865983,1
150,1851,2,ad_post,bikes,metro,ios,137.0,4,1,0,217.1,3,93,0,0,1,15.9,0.7579507638866898,1
151,973,1,ad_post,furniture,metro,android,25.5,6,1,0,344.53,5,54,0,0,0,33.2,0.7577003745209834,1
152,1696,1,ad_post,phones,metro,android,19.5,6,0,1,,1,17,0,1,1,24.0,0.7574717629773886,1
153,453,3,ad_post,furniture,urban,web,22.4,4,0,1,28.74,4,3,1,0,1,38.8,0.7569147011770216,1
154,229,2,message_send,bikes,metro,ios,38.8,0,1,0,101.84,3,101,0,0,0,78.5,0.7566851631055542,1
155,1928,5,ad_post,bikes,metro,android,13.7,1,0,1,691.67,3,126,1,0,0,15.7,0.756318976759031,1
156,174,2,ad_post,furniture,rural,android,27.7,1,0,0,370.23,2,24,0,1,0,,0.7553342938285039,1
157,295,1,ad_post,other,metro,android,4.9,1,0,0,49.14,4,108,0,1,0,10.2,0.754823497984299,1
158,700,5,ad_post,other,metro,android,57.8,3,1,0,185.03,8,0,0,0,0,7.4,0.7538511483680613,1
159,944,4,ad_post,other,,ios,34.0,3,1,1,784.42,1,130,0,0,1,2.9,0.753776165237563,1
160,209,3,ad_post,furniture,,android,32.0,1,1,0,308.18,6,121,0,0,0,22.2,0.7524608969662339,1
161,770,4,ad_post,bikes,,ios,24.0,3,0,1,211.03,1,57,1,0,0,3.2,0.7516675301432232,1
162,866,2,ad_post,fashion,urban,android,113.5,3,1,0,390.13,4,53,0,0,1,11.4,0.7513134228547826,1
163,1385,5,ad_post,furniture,rural,ios,27.7,2,0,0,,4,76,0,1,0,53.6,0.7512103619784398,1
164,325,3,ad_post,other,rural,android,15.0,2,1,2,164.89,3,18,0,1,0,51.9,0.7489480884187425,1
165,1768,4,message_send,bikes,,android,25.5,3,0,1,190.25,2,118,0,1,1,,0.7485101853845547,1
166,1667,2,message_send,other,rural,android,27.5,3,1,0,66.4,1,125,0,0,0,9.6,0.7481636868488083,1
167,850,5,message_send,other,metro,android,68.4,4,0,0,,3,178,1,0,0,32.0,0.7478678750365804,1
168,1455,1,ad_post,electronics,metro,android,44.9,3,1,0,594.66,3,91,0,0,0,19.8,0.7473909937793967,1
169,918,3,ad_post,furniture,metro,android,19.2,3,1,0,84.27,2,55,0,0,0,46.9,0.747139025833737,1
170,1652,1,ad_post,phones,urban,ios,29.3,2,1,0,108.8,1,28,0,0,0,23.3,0.7456517151521821,1
171,1976,1,ad_post,phones,metro,android,40.3,2,1,1,168.12,3,132,0,0,1,35.6,0.745415492026814,1
172,778,3,message_send,fashion,rural,android,79.2,2,0,0,116.14,0,244,1,0,0,,0.7449432828464627,1
173,513,5,message_send,furniture,metro,android,18.9,3,1,1,186.2,2,188,0,0,1,2.6,0.7441469234744132,1
174,704,2,ad_post,bikes,urban,android,39.2,2,1,0,683.73,3,30,0,0,0,16.9,0.7431480867322838,1
175,1400,4,message_send,electronics,metro,android,34.8,0,0,1,398.28,2,126,0,1,1,1.3,0.7423660484417215,1
176,1849,2,message_send,bikes,metro,android,49.3,4,1,0,50.06,7,187,0,0,0,,0.7420349106020685,1
177,1294,3,message_send,other,metro,ios,14.4,3,1,0,120.19,0,170,0,0,0,43.3,0.7398252096504281,1
178,1301,3,message_send,other,metro,android,14.1,3,0,0,207.02,1,95,0,1,0,4.4,0.7374200986629534,1
179,1158,3,ad_post,phones,rural,android,70.7,1,1,0,58.02,1,0,0,0,0,27.9,0.7374133089239446,1
180,1982,3,message_send,other,metro,ios,39.9,2,1,0,,0,90,0,0,0,7.7,0.7370199549830316,1
181,1403,1,message_send,furniture,rural,ios,40.1,2,1,1,362.35,2,210,0,0,1,50.9,0.736311078409009,1
182,1574,5,ad_post,furniture,metro,android,53.6,0,1,0,252.59,4,48,0,0,0,9.4,0.7355196999592896,1
183,983,2,ad_post,electronics,metro,android,30.3,0,0,0,98.69,0,44,0,1,0,13.6,0.7353359006576806,1
184,1287,4,ad_post,other,rural,android,50.8,1,1,0,46.43,2,71,0,0,0,8.4,0.7348971444735681,1
185,1334,1,message_send,furniture,metro,android,12.6,2,1,0,61.51,1,206,0,0,0,,0.7343418080007358,1
186,1732,4,ad_post,other,urban,android,16.2,2,1,0,656.74,2,79,0,0,0,,0.734266463917793,1
187,1496,2,message_send,fashion,,android,50.2,2,1,1,79.02,1,77,0,0,1,21.7,0.7339854644091367,1
188,762,3,ad_post,furniture,,android,39.7,2,0,0,,6,60,0,1,0,5.3,0.7337100829238057,1
189,1536,3,ad_post,other,metro,ios,30.6,3,0,1,232.16,2,25,1,0,0,7.5,0.7328205032364955,1
190,542,2,ad_post,furniture,metro,ios,116.2,3,0,0,34.61,3,50,1,0,0,2.5,0.7321260321371027,1
191,1624,3,ad_post,phones,,android,29.2,4,0,1,150.02,3,78,1,0,0,,0.7320379051695687,1
192,543,3,message_send,other,urban,android,61.1,2,0,0,122.14,3,269,0,1,1,6.5,0.7319358867668889,1
193,138,5,ad_post,phones,metro,android,127.5,2,0,0,18.36,3,109,0,1,1,,0.7316393638827755,1
194,1229,5,ad_post,fashion,urban,web,86.2,3,1,0,,2,0,0,0,1,9.8,0.7315999305686857,1
195,1151,2,ad_post,fashion,urban,ios,27.1,2,1,0,147.78,3,143,0,0,0,13.1,0.7309783064631432,1
196,390,3,ad_post,electronics,urban,android,25.1,5,1,0,46.89,3,56,0,0,0,20.2,0.7294009910542004,1
197,683,3,ad_post,phones,urban,android,20.6,4,0,1,125.16,1,9,0,1,1,15.3,0.7293408410887017,1
198,1003,4,message_send,bikes,urban,android,17.8,3,0,0,94.03,3,78,0,1,0,,0.7292920184458147,1
199,844,5,ad_post,phones,urban,android,23.5,5,1,0,,4,152,0,0,0,3.9,0.728968112017368,1
200,1502,5,message_send,furniture,urban,android,71.7,2,0,0,133.19,5,182,1,0,0,5.0,0.7287914213843374,0
201,1330,1,message_send,other,rural,android,100.1,4,0,0,,1,155,1,0,0,14.3,0.7250156739073139,0
202,1484,4,message_send,bikes,,ios,127.0,1,1,1,86.37,3,170,0,1,0,6.0,0.7249093907936904,0
203,1341,1,ad_post,electronics,rural,android,82.6,2,1,0,128.52,3,43,0,0,0,2.0,0.7244064214764775,0
204,576,5,ad_post,phones,urban,android,44.9,5,1,0,162.88,2,0,0,0,0,4.6,0.7241799591247094,0
205,485,5,message_send,electronics,rural,android,48.8,2,0,0,392.15,2,156,0,1,0,12.6,0.7225096378843605,0
206,52,1,ad_post,phones,rural,android,40.2,1,0,1,132.05,3,161,1,0,0,16.0,0.7219416503562166,0
207,372,2,ad_post,other,metro,ios,26.1,1,0,1,585.18,2,165,1,0,0,1.3,0.721909414357944,0
208,1912,2,message_send,electronics,,android,69.9,2,1,0,337.73,6,158,0,0,0,10.4,0.7218552431768309,0
209,232,2,message_send,bikes,rural,ios,69.6,3,0,0,185.05,1,89,0,1,0,8.2,0.7210490138773162,0
210,1209,2,ad_post,fashion,urban,android,17.5,3,1,1,309.15,1,146,0,0,1,30.1,0.7209785887063203,0
211,1674,2,message_send,bikes,metro,android,38.0,5,0,0,46.51,4,181,0,1,0,4.4,0.7207146653402505,0
212,1931,2,ad_post,bikes,metro,ios,64.8,2,1,0,81.4,1,134,0,0,0,3.7,0.7196831293262639,0
213,1013,3,message_send,furniture,rural,android,37.1,4,0,0,49.23,2,110,0,1,0,,0.7190940833788346,0
214,391,4,message_send,fashion,metro,ios,22.6,6,0,0,88.58,1,187,0,1,0,39.7,0.7188760415942835,0
215,965,5,message_send,electronics,metro,ios,48.8,3,0,0,636.75,1,143,0,1,0,21.4,0.7184889540163408,0
216,272,2,ad_post,bikes,rural,android,67.0,0,1,1,37.88,1,170,0,0,1,,0.7177646730124705,0
217,115,3,ad_post,phones,,android,9.5,2,0,0,75.96,7,121,0,0,1,12.3,0.7148657630716825,0
218,428,3,ad_post,furniture,metro,android,29.8,5,0,1,142.06,5,185,0,1,1,5.7,0.7145819252952808,0
219,1346,4,ad_post,phones,metro,android,12.2,4,0,0,,5,19,0,0,1,33.9,0.7145756384536296,0
220,1218,4,ad_post,other,rural,android,131.3,3,0,0,159.57,1,14,1,0,0,7.9,0.7145288297617504,0
221,705,2,message_send,bikes,urban,ios,40.9,3,2,2,336.61,2,130,0,0,0,7.9,0.7142117673596252,0
222,978,2,message_send,electronics,urban,ios,53.7,4,1,0,,8,177,0,0,0,28.4,0.7141953827827773,0
223,1810,2,ad_post,other,,android,60.1,1,1,0,27.76,1,16,0,0,0,,0.7118461290809075,0
224,744,3,ad_post,bikes,metro,android,135.5,2,1,1,,0,9,0,1,0,13.0,0.7117020492113214,0
225,1640,2,ad_post,phones,urban,android,138.9,2,0,1,144.55,6,0,1,0,1,,0.7103954481144268,0
226,1816,3,message_send,bikes,urban,android,36.0,3,0,0,71.44,4,97,0,1,0,3.6,0.7098096429121561,0
227,810,2,message_send,bikes,metro,ios,66.5,3,0,0,32.87,3,110,0,1,0,,0.7096284775564943,0
228,1413,5,ad_post,phones,rural,web,36.6,5,0,0,33.97,2,0,0,1,0,8.8,0.7091043720695354,0
229,1471,5,ad_post,other,metro,android,10.3,1,0,0,109.64,6,0,0,0,1,30.5,0.7090419359860932,0
230,1445,5,message_send,bikes,metro,ios,18.4,2,0,0,200.67,0,38,0,0,1,4.6,0.7085263920570818,0
231,1407,1,ad_post,furniture,,ios,150.5,1,1,0,95.55,1,129,0,0,1,7.4,0.7067935216072949,0
232,1282,4,message_send,electronics,,android,15.4,4,0,0,432.9,1,313,0,1,0,16.3,0.7055634300469407,0
233,1323,4,ad_post,electronics,metro,ios,55.2,1,0,1,305.2,4,165,1,0,0,4.1,0.7049642962729543,0
234,361,5,message_send,phones,rural,android,70.0,3,0,1,95.67,3,139,0,1,1,26.0,0.7047835588794954,0
235,554,1,ad_post,phones,urban,android,22.9,3,0,1,100.19,7,182,1,0,0,,0.7038298252193577,0
236,1006,3,ad_post,bikes,,android,16.9,2,0,0,897.96,1,44,0,0,1,28.3,0.7037451226850143,0
237,951,2,ad_post,other,,ios,9.3,4,0,0,40.78,3,18,0,0,1,11.0,0.703231208005039,0
